source,target,weight
Rugambwa,Farrell,2
Rugambwa,Harvey,1
Rugambwa,Aós Braco,1
Rugambwa,Mangkhanekhoun,1
Mcelroy,Mahony,1
Mcelroy,Ramazzini Imeri,1
Mcelroy,Poola,1
Mcelroy,Mangkhanekhoun,1
Mcelroy,Francis,1
Mcelroy,Goh,1
Mcelroy,Farrell,1
Mcelroy,Porras Cardozo,1
Mcelroy,Gregory,1
Brislin,Napier,1
Brislin,Harvey,1
Brislin,Petrocchi,1
Brislin,Semeraro,1
Abril Y Castelló,Porco Ticona,1
Abril Y Castelló,Petrocchi,1
Abril Y Castelló,Schönborn,1
Patabendige Don,Scherer,1
Patabendige Don,Bo,1
Patabendige Don,You Heung-Sik,2
Patabendige Don,Prevost,1
Patabendige Don,Harvey,1
Patabendige Don,Mangkhanekhoun,1
Patabendige Don,Kambanda,1
Patabendige Don,Mafi,1
Patabendige Don,Furtado,2
Patabendige Don,Woelki,1
Patabendige Don,Sturla Berhouet,2
Patabendige Don,Roche,2
Patabendige Don,Kutwa,1
Patabendige Don,Cupich,1
Patabendige Don,Aviz,1
Patabendige Don,Semeraro,1
Patabendige Don,Ghirlanda,1
Patabendige Don,Ouédraogo,2
Patabendige Don,Ferrão,1
Patabendige Don,Njue,1
Patabendige Don,Robles Ortega,1
Patabendige Don,Schönborn,1
Patabendige Don,Rossi,1
Patabendige Don,Bozanić,2
Patabendige Don,Grech,1
Patabendige Don,Tsarahazana,1
Patabendige Don,Dew,2
Patabendige Don,Farrell,2
Patabendige Don,Aós Braco,1
Woelki,Nichols,2
Woelki,Scherer,1
Woelki,Bo,1
Woelki,You Heung-Sik,2
Woelki,Prevost,1
Woelki,Harvey,1
Woelki,Petrocchi,1
Woelki,Advincula,1
Woelki,Furtado,1
Woelki,Ricard,1
Woelki,Sturla Berhouet,2
Woelki,Nycz,1
Woelki,Roche,1
Woelki,Cupich,1
Woelki,Pierre,1
Woelki,Aviz,2
Woelki,Porras Cardozo,1
Woelki,Semeraro,1
Woelki,Ouédraogo,1
Woelki,García Rodríguez,1
Woelki,Rocha,1
Woelki,Arborelius,2
Woelki,Rossi,1
Woelki,Bozanić,1
Woelki,Grech,2
Woelki,Dew,2
Woelki,Farrell,2
Woelki,Aós Braco,1
Sturla Berhouet,Scherer,1
Sturla Berhouet,Ramazzini Imeri,1
Sturla Berhouet,Bo,2
Sturla Berhouet,Rueda Aparicio,1
Sturla Berhouet,You Heung-Sik,2
Sturla Berhouet,Prevost,3
Sturla Berhouet,Harvey,2
Sturla Berhouet,Mangkhanekhoun,1
Sturla Berhouet,Kambanda,1
Sturla Berhouet,Mafi,1
Sturla Berhouet,Do Carmo Da Silva,1
Sturla Berhouet,Furtado,2
Sturla Berhouet,Lacunza Maestrojuán,1
Sturla Berhouet,Roche,2
Sturla Berhouet,Kutwa,2
Sturla Berhouet,Pierre,1
Sturla Berhouet,Aviz,1
Sturla Berhouet,Porras Cardozo,1
Sturla Berhouet,Ghirlanda,2
Sturla Berhouet,Duka,1
Sturla Berhouet,Ouédraogo,2
Sturla Berhouet,García Rodríguez,1
Sturla Berhouet,Rocha,1
Sturla Berhouet,Njue,1
Sturla Berhouet,Robles Ortega,2
Sturla Berhouet,Tsarahazana,1
Sturla Berhouet,Farrell,4
Sturla Berhouet,Ambongo Besungu,1
Sturla Berhouet,Cupich,1
Sturla Berhouet,Semeraro,1
Sturla Berhouet,Aguiar Retes,1
Sturla Berhouet,Ferrão,1
Sturla Berhouet,Schönborn,1
Sturla Berhouet,Rossi,2
Sturla Berhouet,Bozanić,2
Sturla Berhouet,Grech,1
Sturla Berhouet,Dew,2
Sturla Berhouet,Aós Braco,2
Kambanda,Scherer,2
Kambanda,You Heung-Sik,2
Kambanda,Prevost,2
Kambanda,Harvey,1
Kambanda,Mangkhanekhoun,1
Kambanda,Sako,1
Kambanda,De Kesel,1
Kambanda,Nycz,1
Kambanda,Roche,2
Kambanda,Kutwa,1
Kambanda,Mafi,1
Kambanda,Aguiar Retes,1
Kambanda,Ghirlanda,1
Kambanda,Ouédraogo,1
Kambanda,Ferrão,1
Kambanda,Njue,1
Kambanda,Robles Ortega,1
Kambanda,Schönborn,1
Kambanda,Bozanić,1
Kambanda,Furtado,1
Kambanda,Tsarahazana,2
Kambanda,Lacunza Maestrojuán,1
Kambanda,Dew,1
Kambanda,Farrell,1
Kambanda,Hollerich,1
Kambanda,Aós Braco,1
Roche,Nichols,1
Roche,Scherer,2
Roche,Bo,1
Roche,You Heung-Sik,4
Roche,Prevost,4
Roche,Harvey,1
Roche,Mangkhanekhoun,1
Roche,Sako,1
Roche,Mafi,1
Roche,Advincula,1
Roche,Furtado,2
Roche,Lacunza Maestrojuán,1
Roche,Nycz,1
Roche,Kutwa,1
Roche,Aviz,2
Roche,Ghirlanda,1
Roche,Ouédraogo,2
Roche,Rocha,1
Roche,Njue,1
Roche,Robles Ortega,1
Roche,Tsarahazana,2
Roche,Farrell,3
Roche,Hollerich,1
Roche,De Kesel,1
Roche,Cupich,2
Roche,Semeraro,1
Roche,Aguiar Retes,1
Roche,Ferrão,1
Roche,Arborelius,1
Roche,Schönborn,1
Roche,Rossi,1
Roche,Bozanić,2
Roche,Grech,2
Roche,Dew,2
Roche,Aós Braco,2
Kutwa,Scherer,1
Kutwa,Bo,1
Kutwa,You Heung-Sik,1
Kutwa,Prevost,2
Kutwa,Harvey,1
Kutwa,Mangkhanekhoun,1
Kutwa,Mafi,1
Kutwa,Do Carmo Da Silva,1
Kutwa,Furtado,1
Kutwa,Ghirlanda,2
Kutwa,Duka,1
Kutwa,Ouédraogo,1
Kutwa,Ferrão,1
Kutwa,Njue,1
Kutwa,Robles Ortega,1
Kutwa,Schönborn,1
Kutwa,Rossi,1
Kutwa,Bozanić,1
Kutwa,Tsarahazana,1
Kutwa,Dew,1
Kutwa,Farrell,2
Kutwa,Ambongo Besungu,1
Scherer,Nichols,1
Scherer,Nycz,2
Scherer,Aviz,1
Scherer,Porras Cardozo,1
Scherer,Ghirlanda,1
Scherer,Ouédraogo,1
Scherer,García Rodríguez,1
Scherer,Rocha,1
Scherer,Njue,1
Scherer,Robles Ortega,1
Scherer,You Heung-Sik,3
Scherer,Prevost,3
Scherer,Tsarahazana,2
Scherer,Farrell,1
Scherer,Hollerich,1
Scherer,Harvey,1
Scherer,Mangkhanekhoun,1
Scherer,Sako,2
Scherer,De Kesel,1
Scherer,Mafi,1
Scherer,Petrocchi,2
Scherer,Aguiar Retes,1
Scherer,Advincula,1
Scherer,Ferrão,1
Scherer,Arborelius,2
Scherer,Schönborn,1
Scherer,Marx,1
Scherer,Bozanić,1
Scherer,Furtado,1
Scherer,Lacunza Maestrojuán,1
Scherer,Dew,1
Scherer,Aós Braco,1
Cupich,Nichols,1
Cupich,Bo,1
Cupich,You Heung-Sik,2
Cupich,Prevost,1
Cupich,Advincula,1
Cupich,Furtado,1
Cupich,Aviz,2
Cupich,Ouédraogo,1
Cupich,Rocha,1
Cupich,Farrell,1
Cupich,Semeraro,1
Cupich,Arborelius,1
Cupich,Rossi,1
Cupich,Bozanić,1
Cupich,Grech,2
Cupich,Dew,1
Cupich,Aós Braco,1
Mafi,You Heung-Sik,1
Mafi,Prevost,1
Mafi,Harvey,1
Mafi,Mangkhanekhoun,1
Mafi,Ghirlanda,1
Mafi,Ouédraogo,1
Mafi,Ferrão,1
Mafi,Njue,1
Mafi,Robles Ortega,1
Mafi,Schönborn,1
Mafi,Bozanić,1
Mafi,Furtado,1
Mafi,Tsarahazana,1
Mafi,Dew,1
Mafi,Farrell,1
Aviz,Nichols,2
Aviz,Bo,1
Aviz,You Heung-Sik,3
Aviz,Prevost,2
Aviz,Petrocchi,1
Aviz,Advincula,2
Aviz,Furtado,1
Aviz,Nycz,1
Aviz,Porras Cardozo,1
Aviz,Semeraro,1
Aviz,Ouédraogo,1
Aviz,García Rodríguez,1
Aviz,Rocha,2
Aviz,Arborelius,2
Aviz,Rossi,1
Aviz,Bozanić,1
Aviz,Grech,2
Aviz,Dew,1
Aviz,Farrell,1
Aviz,Aós Braco,1
Semeraro,Nichols,1
Semeraro,Souraphiel,1
Semeraro,Bo,2
Semeraro,You Heung-Sik,1
Semeraro,Prevost,2
Semeraro,Harvey,1
Semeraro,Sako,1
Semeraro,Petrocchi,1
Semeraro,Maeda,1
Semeraro,Furtado,1
Semeraro,Ghirlanda,1
Semeraro,Ouédraogo,1
Semeraro,Langlois,1
Semeraro,Zenari,1
Semeraro,Farrell,1
Semeraro,Mureşan,1
Semeraro,Baselios,1
Semeraro,Collins,1
Semeraro,Arborelius,1
Semeraro,Schönborn,2
Semeraro,Rossi,1
Semeraro,Marx,1
Semeraro,Bozanić,1
Semeraro,Grech,1
Semeraro,Dew,1
Semeraro,Raï,1
Semeraro,Aós Braco,1
Ghirlanda,Bo,1
Ghirlanda,You Heung-Sik,2
Ghirlanda,Prevost,4
Ghirlanda,Harvey,1
Ghirlanda,Mangkhanekhoun,1
Ghirlanda,Do Carmo Da Silva,1
Ghirlanda,Furtado,1
Ghirlanda,Gracias,1
Ghirlanda,Duka,1
Ghirlanda,Ouédraogo,1
Ghirlanda,Njue,1
Ghirlanda,Robles Ortega,1
Ghirlanda,Coccopalmerio,1
Ghirlanda,Tsarahazana,1
Ghirlanda,Farrell,3
Ghirlanda,Ambongo Besungu,1
Ghirlanda,Ferrão,1
Ghirlanda,Schönborn,2
Ghirlanda,Rossi,1
Ghirlanda,Bozanić,1
Ghirlanda,Dew,1
Ouédraogo,Bo,1
Ouédraogo,You Heung-Sik,2
Ouédraogo,Prevost,1
Ouédraogo,Harvey,1
Ouédraogo,Mangkhanekhoun,2
Ouédraogo,Sako,1
Ouédraogo,Furtado,2
Ouédraogo,Koovakad,1
Ouédraogo,Njue,1
Ouédraogo,Robles Ortega,1
Ouédraogo,Tsarahazana,1
Ouédraogo,Farrell,2
Ouédraogo,Hollerich,1
Ouédraogo,Baselios,1
Ouédraogo,Ferrão,1
Ouédraogo,Schönborn,1
Ouédraogo,Rossi,1
Ouédraogo,Bozanić,2
Ouédraogo,Grech,1
Ouédraogo,Dew,2
Ouédraogo,Aós Braco,1
Bo,Duka,1
Bo,Do Carmo Da Silva,1
Bo,You Heung-Sik,1
Bo,Rossi,2
Bo,Prevost,1
Bo,Maeda,1
Bo,Bozanić,1
Bo,Grech,1
Bo,Furtado,1
Bo,Langlois,1
Bo,Dew,1
Bo,Farrell,2
Bo,Aós Braco,1
Bo,Ambongo Besungu,1
Ferrão,You Heung-Sik,1
Ferrão,Prevost,1
Ferrão,Harvey,1
Ferrão,Mangkhanekhoun,1
Ferrão,Furtado,1
Ferrão,Njue,1
Ferrão,Robles Ortega,1
Ferrão,Tsarahazana,1
Ferrão,Farrell,1
Ferrão,Schönborn,1
Ferrão,Bozanić,1
Ferrão,Dew,1
Njue,You Heung-Sik,1
Njue,Prevost,1
Njue,Harvey,1
Njue,Mangkhanekhoun,1
Njue,Furtado,1
Njue,Robles Ortega,1
Njue,Schönborn,1
Njue,Bozanić,1
Njue,Tsarahazana,1
Njue,Dew,1
Njue,Farrell,1
Robles Ortega,Ramazzini Imeri,1
Robles Ortega,Rueda Aparicio,1
Robles Ortega,You Heung-Sik,1
Robles Ortega,Prevost,2
Robles Ortega,Harvey,1
Robles Ortega,Mangkhanekhoun,1
Robles Ortega,Furtado,1
Robles Ortega,Lacunza Maestrojuán,1
Robles Ortega,Porras Cardozo,1
Robles Ortega,García Rodríguez,1
Robles Ortega,Rocha,1
Robles Ortega,Aguiar Retes,1
Robles Ortega,Schönborn,1
Robles Ortega,Bozanić,1
Robles Ortega,Tsarahazana,1
Robles Ortega,Dew,1
Robles Ortega,Farrell,1
Robles Ortega,Aós Braco,1
You Heung-Sik,Nichols,2
You Heung-Sik,Nycz,2
You Heung-Sik,Gracias,1
You Heung-Sik,Porras Cardozo,1
You Heung-Sik,García Rodríguez,1
You Heung-Sik,Rocha,2
You Heung-Sik,Coccopalmerio,1
You Heung-Sik,Prevost,5
You Heung-Sik,Tsarahazana,2
You Heung-Sik,Farrell,3
You Heung-Sik,Hollerich,1
You Heung-Sik,Harvey,1
You Heung-Sik,Mangkhanekhoun,1
You Heung-Sik,Sako,1
You Heung-Sik,De Kesel,1
You Heung-Sik,Petrocchi,1
You Heung-Sik,Aguiar Retes,1
You Heung-Sik,Advincula,2
You Heung-Sik,Arborelius,2
You Heung-Sik,Schönborn,1
You Heung-Sik,Rossi,1
You Heung-Sik,Bozanić,2
You Heung-Sik,Grech,2
You Heung-Sik,Furtado,2
You Heung-Sik,Lacunza Maestrojuán,1
You Heung-Sik,Dew,2
You Heung-Sik,Aós Braco,2
Schönborn,Nichols,1
Schönborn,Souraphiel,1
Schönborn,Prevost,3
Schönborn,Harvey,1
Schönborn,Mangkhanekhoun,1
Schönborn,Sako,1
Schönborn,Petrocchi,1
Schönborn,Furtado,1
Schönborn,Tsarahazana,1
Schönborn,Zenari,1
Schönborn,Farrell,1
Schönborn,Mureşan,1
Schönborn,Baselios,1
Schönborn,Collins,1
Schönborn,Arborelius,1
Schönborn,Marx,1
Schönborn,Bozanić,1
Schönborn,Dew,1
Schönborn,Raï,1
Rossi,Prevost,1
Rossi,Do Carmo Da Silva,1
Rossi,Furtado,1
Rossi,Duka,1
Rossi,Farrell,2
Rossi,Ambongo Besungu,1
Rossi,Bozanić,1
Rossi,Grech,1
Rossi,Dew,1
Rossi,Aós Braco,1
Prevost,Nichols,3
Prevost,Ramazzini Imeri,1
Prevost,Souraphiel,1
Prevost,Rueda Aparicio,1
Prevost,Nycz,2
Prevost,Gracias,1
Prevost,Porras Cardozo,2
Prevost,Duka,1
Prevost,García Rodríguez,2
Prevost,Rocha,3
Prevost,Coccopalmerio,1
Prevost,Tsarahazana,2
Prevost,Zenari,1
Prevost,Farrell,4
Prevost,Hollerich,1
Prevost,Harvey,1
Prevost,Mureşan,1
Prevost,Mangkhanekhoun,1
Prevost,Sako,2
Prevost,Ambongo Besungu,1
Prevost,De Kesel,1
Prevost,Baselios,1
Prevost,Collins,1
Prevost,Petrocchi,1
Prevost,Aguiar Retes,2
Prevost,Advincula,2
Prevost,Do Carmo Da Silva,1
Prevost,Arborelius,3
Prevost,Marx,1
Prevost,Bozanić,1
Prevost,Grech,1
Prevost,Furtado,1
Prevost,Lacunza Maestrojuán,2
Prevost,Dew,1
Prevost,Raï,1
Prevost,Aós Braco,2
Bozanić,Harvey,1
Bozanić,Mangkhanekhoun,1
Bozanić,Furtado,2
Bozanić,Tsarahazana,1
Bozanić,Farrell,2
Bozanić,Grech,1
Bozanić,Dew,2
Bozanić,Aós Braco,1
Grech,Nichols,2
Grech,Versaldi,1
Grech,Harvey,1
Grech,Advincula,1
Grech,Furtado,1
Grech,Ricard,1
Grech,Rocha,1
Grech,Farrell,1
Grech,Arborelius,2
Grech,Dew,2
Grech,Aós Braco,1
Furtado,Harvey,1
Furtado,Mangkhanekhoun,1
Furtado,Tsarahazana,1
Furtado,Dew,2
Furtado,Farrell,2
Furtado,Aós Braco,1
Tsarahazana,Harvey,1
Tsarahazana,Mangkhanekhoun,1
Tsarahazana,Sako,1
Tsarahazana,Lacunza Maestrojuán,1
Tsarahazana,Nycz,1
Tsarahazana,De Kesel,1
Tsarahazana,Aguiar Retes,1
Tsarahazana,Dew,1
Tsarahazana,Farrell,1
Tsarahazana,Hollerich,1
Tsarahazana,Aós Braco,1
Dew,Nichols,1
Dew,Harvey,1
Dew,Mangkhanekhoun,1
Dew,Ricard,1
Dew,Farrell,2
Dew,Arborelius,1
Dew,Aós Braco,1
Farrell,Ramazzini Imeri,1
Farrell,Harvey,2
Farrell,Mangkhanekhoun,1
Farrell,Do Carmo Da Silva,1
Farrell,Gregory,1
Farrell,Gracias,1
Farrell,Goh,1
Farrell,Pierre,1
Farrell,Porras Cardozo,1
Farrell,Duka,1
Farrell,Coccopalmerio,1
Farrell,Ambongo Besungu,1
Farrell,Aós Braco,1
Harvey,Versaldi,1
Harvey,Pierre,1
Harvey,Petrocchi,1
Harvey,Mangkhanekhoun,1
Aós Braco,Ramazzini Imeri,1
Aós Braco,Rueda Aparicio,1
Aós Braco,Sako,1
Aós Braco,Lacunza Maestrojuán,2
Aós Braco,Nycz,1
Aós Braco,Porras Cardozo,1
Aós Braco,García Rodríguez,1
Aós Braco,Rocha,1
Aós Braco,Hollerich,1
Aós Braco,De Kesel,1
Aós Braco,Aguiar Retes,2
Mangkhanekhoun,Poola,1
Mangkhanekhoun,Sako,1
Mangkhanekhoun,Baselios,1
Mangkhanekhoun,Francis,1
Mangkhanekhoun,Koovakad,1
Mangkhanekhoun,Hollerich,1
Coccopalmerio,Gracias,1
Gracias,Rocha,1
Gracias,Hollerich,1
Gracias,Ambongo Besungu,1
Nichols,Sako,1
Nichols,Nycz,1
Nichols,Baselios,1
Nichols,Collins,1
Nichols,Porras Cardozo,1
Nichols,Petrocchi,1
Nichols,Advincula,2
Nichols,Souraphiel,1
Nichols,García Rodríguez,1
Nichols,Rocha,2
Nichols,Arborelius,4
Nichols,Marx,1
Nichols,Zenari,1
Nichols,Raï,1
Nichols,Ricard,1
Nichols,Mureşan,1
Souraphiel,Sako,1
Souraphiel,Arborelius,1
Souraphiel,Baselios,1
Souraphiel,Marx,1
Souraphiel,Collins,1
Souraphiel,Zenari,1
Souraphiel,Raï,1
Souraphiel,Mureşan,1
Zenari,Sako,1
Zenari,Arborelius,1
Zenari,Baselios,1
Zenari,Marx,1
Zenari,Collins,1
Zenari,Raï,1
Zenari,Mureşan,1
Mureşan,Sako,1
Mureşan,Arborelius,1
Mureşan,Baselios,1
Mureşan,Marx,1
Mureşan,Collins,1
Mureşan,Raï,1
Sako,De Kesel,1
Sako,Baselios,2
Sako,Nycz,1
Sako,Collins,1
Sako,Koovakad,1
Sako,Petrocchi,1
Sako,Aguiar Retes,1
Sako,Arborelius,2
Sako,Marx,2
Sako,Lacunza Maestrojuán,1
Sako,Hollerich,2
Sako,Raï,1
Baselios,Koovakad,1
Baselios,Hollerich,1
Baselios,Collins,1
Baselios,Arborelius,1
Baselios,Marx,1
Baselios,Raï,1
Collins,Arborelius,1
Collins,Marx,1
Collins,Raï,1
Petrocchi,Nycz,1
Petrocchi,Porras Cardozo,1
Petrocchi,Advincula,1
Petrocchi,García Rodríguez,1
Petrocchi,Rocha,1
Petrocchi,Arborelius,2
Petrocchi,Marx,1
Arborelius,Advincula,2
Arborelius,Ricard,1
Arborelius,Nycz,1
Arborelius,Porras Cardozo,1
Arborelius,García Rodríguez,1
Arborelius,Rocha,2
Arborelius,Marx,2
Arborelius,Raï,1
Marx,Raï,1
Nycz,Advincula,1
Nycz,Lacunza Maestrojuán,1
Nycz,De Kesel,1
Nycz,Porras Cardozo,1
Nycz,Aguiar Retes,1
Nycz,García Rodríguez,1
Nycz,Rocha,1
Nycz,Hollerich,1
Porras Cardozo,Ramazzini Imeri,2
Porras Cardozo,Rueda Aparicio,1
Porras Cardozo,Advincula,1
Porras Cardozo,Lacunza Maestrojuán,1
Porras Cardozo,Gregory,1
Porras Cardozo,Goh,1
Porras Cardozo,Aguiar Retes,1
Porras Cardozo,García Rodríguez,2
Porras Cardozo,Rocha,2
Advincula,García Rodríguez,1
Advincula,Rocha,2
García Rodríguez,Ramazzini Imeri,1
García Rodríguez,Rueda Aparicio,1
García Rodríguez,Lacunza Maestrojuán,1
García Rodríguez,Rocha,2
García Rodríguez,Aguiar Retes,1
Rocha,Ramazzini Imeri,1
Rocha,Rueda Aparicio,1
Rocha,Lacunza Maestrojuán,1
Rocha,Aguiar Retes,1
Rocha,Hollerich,1
Rocha,Ambongo Besungu,1
Francis,Poola,1
Hollerich,Lacunza Maestrojuán,1
Hollerich,Koovakad,1
Hollerich,De Kesel,1
Hollerich,Aguiar Retes,1
Hollerich,Ambongo Besungu,1
De Kesel,Lacunza Maestrojuán,1
De Kesel,Aguiar Retes,1
Aguiar Retes,Ramazzini Imeri,1
Aguiar Retes,Rueda Aparicio,1
Aguiar Retes,Lacunza Maestrojuán,2
Lacunza Maestrojuán,Ramazzini Imeri,1
Lacunza Maestrojuán,Rueda Aparicio,1
Duka,Do Carmo Da Silva,1
Duka,Ambongo Besungu,1
Do Carmo Da Silva,Ambongo Besungu,1
Ramazzini Imeri,Rueda Aparicio,1
Ramazzini Imeri,Goh,1
Ramazzini Imeri,Gregory,1
Goh,Gregory,1
Maeda,Langlois,1
